ticket_id,text,category,urgency
581,Is there a student discount available?,general,medium
582,I forgot my password and the reset email never arrives.,account,low
583,"I can't log in, it says 'server error' every time on Android.",technical,medium
584,Is there a student discount available?,general,low
585,"I can't log in, it says 'server error' every time on Web.",technical,high
586,I want to delete my account and all my data permanently.,account,low
587,Sync between devices is not working since the last update.,technical,medium
588,Can you explain the extra charge on my last bill?,billing,medium
589,The payment failed but money was still deducted from my card.,billing,high
590,I want to delete my account and all my data permanently.,account,medium
591,The app keeps crashing when I try to upload a file on Web.,technical,high
592,The payment failed but money was still deducted from my card.,billing,medium
593,Can you explain the extra charge on my last bill?,billing,high
594,"I love the product, just wanted to say thanks!",general,low
595,What are your business hours for support on Android?,general,high
596,I forgot my password and the reset email never arrives.,account,medium
597,My account got locked after too many login attempts.,account,medium
598,Does your Team plan include priority support?,general,low
599,The dashboard is loading extremely slowly today.,technical,medium
600,Does your Pro plan include priority support?,general,low
